순번,논리컬럼명,물리컬럼명,데이터,데이터 타입,기본값,제한조건,데이터 소스,컬럼설명,코드 테이블
16.0,팩스번호,FAXNO,0237872156,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,20020320,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101140037645,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,1078187438,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,376152,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,다드림커뮤니케이션,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,58221,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,Dadream Communication Inc.,VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,다드림커뮤니케이션,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,표철민,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,http://www.dadream.com,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 영등포구 여의도동 14-5 아크로폴리스빌딩 1113호,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,0237753520,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,05054503500,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,20000719,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101112028838,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,1048403731,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,431501,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,싱가포르개발은행서울지점,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,64122,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,THE DEVELOPMENT BANK OF SINGAPORE LTD SEOUL BRANCH,VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,싱가포르개발은행서울지점,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,LOW JEE FUN,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 중구 태평로1가 광화문 빌딩 20층,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,0239926612,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,027327953,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,19811001,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101810004974,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,1078195898,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,434289,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,KTB혼합형펀드,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,71531,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,,VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,KTB혼합형펀드,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,박형렬,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,https://www.abrain.co.kr,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 영등포구 여의도동 23-7,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,0237704467,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,0237704444,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,20010206,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101112164963,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,1078602069,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,434298,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,KTB플러스찬스혼합형펀드,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,71531,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,,VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,KTB플러스찬스혼합형펀드,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,김영준,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,https://www.abrain.co.kr,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 영등포구 여의도동 23-7,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,0237704467,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,0237704444,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,20010625,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101112269606,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,1078612742,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,434313,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,KTB포트폴리오스타혼합형펀드,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,71531,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,,VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,KTB포트폴리오스타혼합형펀드,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,정승욱,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,https://www.abrain.co.kr,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 영등포구 여의도동 23-7,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,0237704467,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,0237704444,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,20020214,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101112446535,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,1078198158,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,434322,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,KTB에버스타혼합형펀드,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,71531,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,,VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,KTB에버스타혼합형펀드,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,선형렬,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,https://www.abrain.co.kr,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 영등포구 여의도동 23-7,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,0237704467,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,0237704444,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,20010326,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101112201541,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,1148189583,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,429463,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,나노이앤씨,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,20422,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,"nano enc co, ltd.",VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,나노이앤씨,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,김우협,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 강남구 논현동 126-4 성덕빌딩 406호,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,,VARCHAR(15),,,DART,회사의 전화번호,
16.0,팩스번호,FAXNO,,VARCHAR(15),,,DART,회사의 팩스번호,
17.0,설립일,ESTDT,19990628,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,회사의 설립일,
18.0,법인구분,CRPTP,0,VARCHAR(1),0.0,"1. 0(법인), 1(개인)",,법인사업자 개인사업자 구분,"0: 법인, 1: 개인"
19.0,법인등록번호,CRPTNO,1101111723489,VARCHAR(20),,1. 13자리 숫자,DART,법인 등록 번호,
20.0,사업자등록번호 유효성,BIZRGNO_VALID,1,VARCHAR(1),,,,사업자 등록 번호의 유효성 여부,"1: 정상, 0: 비정상"
21.0,공동사업자여부,CPRTN_PLCBIZ_YN,0,SMALLINT,0.0,"1. 0,1이 아닌 경우 제외",,"개별사업장, 공동사업장 구분","0: 개별사업자, 1: 공동사업자"
,,,,,,,,,
1.0,사업자등록번호,BIZRGNO,1128135214,VARCHAR(10),,"1. 10자리여야 함.
2. 유효성 검사 통과 여부 확인.",DART,국세청 기준 사업자 등록 번호,
2.0,고유번호,UNIQNO,429515,VARCHAR(20),,"1. 6자리인지 검사
2. 유효성 검사 실패시 NULL",DART,회사의 고유 번호,
3.0,정식명칭,OFCLNM,지산엔터프라이즈,VARCHAR(100),,1. 빈 값이 아니어야 함.,DART,회사의 정식 명칭,
4.0,종목코드,ITMCD,,CHAR(6),,"1. 6자리, 영문+숫자 조합.",DART,주식 시장에서의 종목 코드,
5.0,최종변경일자,LASTCHGDT,20170630,VARCHAR(8),,1. 날짜 형식(YYYYMMDD),DART,정보의 최종 변경일,
6.0,업종코드,INDCD,73903,VARCHAR(10),,"1. 10자리 이하, 영문+숫자",DART,국세청 기준 업종 코드,
7.0,영문명칭,ENGABBR,G-san M&A Consulting,VARCHAR(50),,1. 영문 대문자+숫자,DART,회사의 영문 약칭,
8.0,약식명칭,SHTNM,지산엔터프라이즈,VARCHAR(50),,,DART,회사의 약칭,
9.0,대표자명,RPRSNTNM,김호림,VARCHAR(20),,1. 빈 값이 아니어야 함.,DART,회사의 대표자 이름,
10.0,홈페이지,HMPG,,VARCHAR(100),,1. URL 형식,DART,회사의 홈페이지 주소,
11.0,중소기업여부,SMBIZ_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"중소기업, 대기업 구분","0: 중소기업, 1: 대기업"
12.0,본지점여부,MAIN_BRCH_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,"본점, 지점 구분","0: 본점, 1: 지점"
13.0,본지점일괄납부여부,MAIN_BRCH_PCKG_PYMNT_YN,,SMALLINT,,"1. 0,1이 아닌경우 제외",,본점에서 일괄납부 여부,"0: 미승인, 1: 승인"
14.0,주소,ADDR,서울특별시 강남구 역삼동668-2 용마빌딩2층,VARCHAR(200),,1. 빈 값이 아니어야 함.,DART,회사의 주소,
15.0,전화번호,TELNO,0234521223,VARCHAR(15),,,DART,회사의 전화번호,
